song,artist,song_clean,artist_clean
With A Child's Heart,Michael Jackson,With A Child's Heart,Michael Jackson
I Can Understand It,The New Birth,I Can Understand It,The New Birth
"It Sure Took A Long, Long Time",Lobo,"It Sure Took A Long, Long Time",Lobo
You Can't Always Get What You Want,The Rolling Stones,You Can't Always Get What You Want,The Rolling Stones
I' Been Watchin' You,The South Side Movement,I' Been Watchin' You,The South Side Movement
Without You In My Life,Tyrone Davis,Without You In My Life,Tyrone Davis
Fencewalk,Mandrill,Fencewalk,Mandrill
I Like You,Donovan,I Like You,Donovan
Hearts Of Stone,The Blue Ridge Rangers,Hearts Of Stone,The Blue Ridge Rangers
Isn't It About Time,Stephen Stills-Manassas,Isn't It About Time,Stephen Stills-Manassas
A Passion Play (Edit #8),Jethro Tull,A Passion Play,Jethro Tull
What's Your Mama's Name,Tanya Tucker,What's Your Mama's Name,Tanya Tucker
The Cisco Kid,War,The Cisco Kid,War
Drinking Wine Spo-dee O'dee,Jerry Lee Lewis,Drinking Wine Spo-dee O'dee,Jerry Lee Lewis
Armed And Extremely Dangerous,First Choice,Armed And Extremely Dangerous,First Choice
Bad Weather,The Supremes,Bad Weather,The Supremes
Don't Let It Get You Down,The Crusaders,Don't Let It Get You Down,The Crusaders
Come Live With Me,Roy Clark,Come Live With Me,Roy Clark
Together We Can Make Such Sweet Music,The Spinners,Together We Can Make Such Sweet Music,The Spinners
Out Of The Question,Gilbert O'Sullivan,Out Of The Question,Gilbert O'Sullivan
Your Side Of The Bed,Mac Davis,Your Side Of The Bed,Mac Davis
Daisy A Day,Jud Strunk,Daisy A Day,Jud Strunk
I Knew Jesus (Before He Was A Star),Glen Campbell,I Knew Jesus,Glen Campbell
I'm A Stranger Here,Five Man Electrical Band,I'm A Stranger Here,Five Man Electrical Band
What A Shame,Foghat,What A Shame,Foghat
California Saga (On My Way To Sunny Californ-i-a),The Beach Boys,California Saga,The Beach Boys
Outlaw Man,David Blue,Outlaw Man,David Blue
Cum On Feel The Noize,Slade,Cum On Feel The Noize,Slade
I'm Leavin' You,Engelbert Humperdinck,I'm Leavin' You,Engelbert Humperdinck
Sing,Carpenters,Sing,Carpenters
The Twelfth Of Never,Donny Osmond,The Twelfth Of Never,Donny Osmond
Masterpiece,The Temptations,Masterpiece,The Temptations
Only In Your Heart,America,Only In Your Heart,America
It's Hard To Stop (Doing Something When It's Good To You),Betty Wright,It's Hard To Stop,Betty Wright
Peaceful,Helen Reddy,Peaceful,Helen Reddy
Cosmic Sea,The Mystic Moods,Cosmic Sea,The Mystic Moods
A Little Bit Like Magic,King Harvest,A Little Bit Like Magic,King Harvest
Working Class Hero,Tommy Roe,Working Class Hero,Tommy Roe
Walk On The Wild Side,Lou Reed,Walk On The Wild Side,Lou Reed
"""Cherry Cherry"" from Hot August Night",Neil Diamond,"""Cherry Cherry"" from Hot August Night",Neil Diamond
Blue Suede Shoes,Johnny Rivers,Blue Suede Shoes,Johnny Rivers
"Pinball Wizard/See Me, Feel Me",The New Seekers,"Pinball Wizard/See Me, Feel Me",The New Seekers
Hallelujah Day,Jackson 5,Hallelujah Day,Jackson 5
Dueling Tubas,Martin Mull and Orchestra,Dueling Tubas,Martin Mull
Ain't No Woman (Like The One I've Got),Four Tops,Ain't No Woman,Four Tops
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight And The Pips,Neither One Of Us,Gladys Knight
Stir It Up,Johnny Nash,Stir It Up,Johnny Nash
Killing Me Softly With His Song,Roberta Flack,Killing Me Softly With His Song,Roberta Flack
One Man Band (Plays All Alone),Ronnie Dyson,One Man Band,Ronnie Dyson
Who Was It?,Hurricane Smith,Who Was It?,Hurricane Smith
Dancing To Your Music,Archie Bell & The Drells,Dancing To Your Music,Archie Bell
If We Try,Don McLean,If We Try,Don McLean
Break Up To Make Up,The Stylistics,Break Up To Make Up,The Stylistics
Danny's Song,Anne Murray,Danny's Song,Anne Murray
Oh La De Da,The Staple Singers,Oh La De Da,The Staple Singers
Step By Step,Joe Simon,Step By Step,Joe Simon
Always,Luther Ingram,Always,Luther Ingram
Cindy Incidentally,Faces,Cindy Incidentally,Faces
Everything's Been Changed,The 5th Dimension,Everything's Been Changed,The 5th Dimension
People Are Changin',Timmy Thomas,People Are Changin',Timmy Thomas
Am I Black Enough For You,Billy Paul,Am I Black Enough For You,Billy Paul
Only Love,Bill Quateman,Only Love,Bill Quateman
Let Me Down Easy,Cornelius Brothers & Sister Rose,Let Me Down Easy,Cornelius Brothers
Call Me (Come Back Home),Al Green,Call Me,Al Green
Space Oddity,David Bowie,Space Oddity,David Bowie
Across 110th Street,Bobby Womack & Peace,Across 110th Street,Bobby Womack
The Lord Knows I'm Drinking,Cal Smith,The Lord Knows I'm Drinking,Cal Smith
Nobody Wins,Brenda Lee,Nobody Wins,Brenda Lee
Last Tango In Paris,Herb Alpert & The Tijuana Brass,Last Tango In Paris,Herb Alpert
Fool Like You,Tim Moore,Fool Like You,Tim Moore
Also Sprach Zarathustra (2001),Deodato,Also Sprach Zarathustra,Deodato
Love Train,The O'Jays,Love Train,The O'Jays
Dead Skunk,Loudon Wainwright III,Dead Skunk,Loudon Wainwright III
A Letter To Myself,The Chi-lites,A Letter To Myself,The Chi-lites
Bitter Bad,Melanie,Bitter Bad,Melanie
Down And Out In New York City,James Brown,Down And Out In New York City,James Brown
Let Your Yeah Be Yeah,Brownsville Station,Let Your Yeah Be Yeah,Brownsville Station
Superman,Donna Fargo,Superman,Donna Fargo
Cook With Honey,Judy Collins,Cook With Honey,Judy Collins
"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1",Sonny & Cher,"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1",Sonny
Delta Queen,Don Fardon,Delta Queen,Don Fardon
If I Could Only Be Sure,Nolan Porter,If I Could Only Be Sure,Nolan Porter
Friend And A Lover,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Friend And A Lover,The Partridge Family Starring Shirley Jones
Last Song,Edward Bear,Last Song,Edward Bear
"The Cover Of ""Rolling Stone""",Dr. Hook And The Medicine Show,"The Cover Of ""Rolling Stone""",Dr. Hook
Hummingbird,Seals & Crofts,Hummingbird,Seals
Dueling Banjos,Deliverance/Eric Weissberg & Steve Mandell,Dueling Banjos,Deliverance/Eric Weissberg
Master Of Eyes (The Deepness Of Your Eyes),Aretha Franklin,Master Of Eyes,Aretha Franklin
Yesterday I Had The Blues,Harold Melvin And The Blue Notes,Yesterday I Had The Blues,Harold Melvin
Gudbuy T' Jane,Slade,Gudbuy T' Jane,Slade
Aubrey,Bread,Aubrey,Bread
River Road,Uncle Dog,River Road,Uncle Dog
Mr. Magic Man,Wilson Pickett,Mr. Magic Man,Wilson Pickett
Could It Be I'm Falling In Love,The Spinners,Could It Be I'm Falling In Love,The Spinners
I'm Just A Singer (In A Rock And Roll Band),The Moody Blues,I'm Just A Singer,The Moody Blues
Daddy's Home,Jermaine Jackson,Daddy's Home,Jermaine Jackson
Kissing My Love,Bill Withers,Kissing My Love,Bill Withers
Big City Miss Ruth Ann,Gallery,Big City Miss Ruth Ann,Gallery
Do You Want To Dance?,Bette Midler,Do You Want To Dance?,Bette Midler
One Less Set Of Footsteps,Jim Croce,One Less Set Of Footsteps,Jim Croce
Good Morning Heartache,Diana Ross,Good Morning Heartache,Diana Ross
If You Gotta Break Another Heart,Albert Hammond,If You Gotta Break Another Heart,Albert Hammond
Hello Hurray,Alice Cooper,Hello Hurray,Alice Cooper
Pardon Me Sir,Joe Cocker,Pardon Me Sir,Joe Cocker
Saw A New Morning,Bee Gees,Saw A New Morning,Bee Gees
Wish That I Could Talk To You,The Sylvers,Wish That I Could Talk To You,The Sylvers
Crocodile Rock,Elton John,Crocodile Rock,Elton John
Rocky Mountain High,John Denver,Rocky Mountain High,John Denver
Give Me Your Love,Barbara Mason,Give Me Your Love,Barbara Mason
Soul Song,Joe Stampley,Soul Song,Joe Stampley
Love Is What You Make It,The Grass Roots,Love Is What You Make It,The Grass Roots
Do It In The Name Of Love,Candi Staton,Do It In The Name Of Love,Candi Staton
Magic Woman Touch,The Hollies,Magic Woman Touch,The Hollies
Dream Me Home,Mac Davis,Dream Me Home,Mac Davis
Kufanya Mapenzi (Making Love),Ramsey Lewis,Kufanya Mapenzi,Ramsey Lewis
Dancing In The Moonlight,King Harvest,Dancing In The Moonlight,King Harvest
You're So Vain,Carly Simon,You're So Vain,Carly Simon
Don't Expect Me To Be Your Friend,Lobo,Don't Expect Me To Be Your Friend,Lobo
The Message,Cymande,The Message,Cymande
"Boo, Boo, Don't 'Cha Be Blue",Tommy James,"Boo, Boo, Don't 'Cha Be Blue",Tommy James
Keep On Singing,Austin Roberts,Keep On Singing,Austin Roberts
One Man Parade,James Taylor,One Man Parade,James Taylor
Rosanna,Dennis Yost And The Classics IV,Rosanna,Dennis Yost
"Names, Tags, Numbers & Labels",The Association,"Names, Tags, Numbers & Labels",The Association
Jambalaya (On The Bayou),The Blue Ridge Rangers,Jambalaya,The Blue Ridge Rangers
Rosalie,Sam Neely,Rosalie,Sam Neely
Don't Cross The River,America,Don't Cross The River,America
Peaceful Easy Feeling,Eagles,Peaceful Easy Feeling,Eagles
Follow Your Daughter Home,The Guess Who,Follow Your Daughter Home,The Guess Who
Lost Horizon,Shawn Phillips,Lost Horizon,Shawn Phillips
Bell Bottom Blues,Eric Clapton,Bell Bottom Blues,Eric Clapton
"Stop, Wait & Listen",Circus,"Stop, Wait & Listen",Circus
Do It Again,Steely Dan,Do It Again,Steely Dan
Dreidel,Don McLean,Dreidel,Don McLean
"Oh, Babe, What Would You Say?",Hurricane Smith,"Oh, Babe, What Would You Say?",Hurricane Smith
I Got Ants In My Pants (and i want to dance) (Part 1),James Brown,I Got Ants In My Pants,James Brown
Today I Started Loving You Again,Bettye Swann,Today I Started Loving You Again,Bettye Swann
Control Of Me,Les Emmerson,Control Of Me,Les Emmerson
Girl You Need A Change Of Mind (Part 1),Eddie Kendricks,Girl You Need A Change Of Mind,Eddie Kendricks
We Did It,Syl Johnson,We Did It,Syl Johnson
Why Can't We Live Together,Timmy Thomas,Why Can't We Live Together,Timmy Thomas
Superstition,Stevie Wonder,Superstition,Stevie Wonder
"Living Together, Growing Together",The 5th Dimension,"Living Together, Growing Together",The 5th Dimension
The World Is A Ghetto,War,The World Is A Ghetto,War
Love Jones,Brighter Side Of Darkness,Love Jones,Brighter Side Of Darkness
Trouble Man,Marvin Gaye,Trouble Man,Marvin Gaye
How Can I Tell You,Travis Wammack,How Can I Tell You,Travis Wammack
Palace Guard,Rick Nelson And The Stone Canyon Band,Palace Guard,Rick Nelson
Good Morning,Michael Redway,Good Morning,Michael Redway
Love Music,The Raiders,Love Music,The Raiders
Your Mama Don't Dance,Kenny Loggins & Jim Messina,Your Mama Don't Dance,Kenny Loggins
Jesus Is Just Alright,The Doobie Brothers,Jesus Is Just Alright,The Doobie Brothers
"Hi, Hi, Hi",Wings,"Hi, Hi, Hi",Wings
"You Turn Me On, I'm A Radio",Joni Mitchell,"You Turn Me On, I'm A Radio",Joni Mitchell
Reelin' & Rockin',Chuck Berry,Reelin' & Rockin',Chuck Berry
Harry Hippie,Bobby Womack & Peace,Harry Hippie,Bobby Womack
Superfly,Curtis Mayfield,Superfly,Curtis Mayfield
Happy,Bobby Darin,Happy,Bobby Darin
Don't Burn Me,Paul Kelly,Don't Burn Me,Paul Kelly
Breaking Up Somebody's Home,Albert King,Breaking Up Somebody's Home,Albert King
She's Got To Be A Saint,Ray Price,She's Got To Be A Saint,Ray Price
Me And Mrs. Jones,Billy Paul,Me And Mrs. Jones,Billy Paul
Separate Ways,Elvis Presley,Separate Ways,Elvis Presley
I'm Never Gonna Be Alone Anymore,Cornelius Brothers & Sister Rose,I'm Never Gonna Be Alone Anymore,Cornelius Brothers
You've Got To Take It (If You Want It),The Main Ingredient,You've Got To Take It,The Main Ingredient
Pieces Of April,Three Dog Night,Pieces Of April,Three Dog Night
Tweedlee Dee,Little Jimmy Osmond,Tweedlee Dee,Little Jimmy Osmond
Daytime Night-Time,Keith Hampshire,Daytime Night-Time,Keith Hampshire
Boogie Woogie Man,Paul Davis,Boogie Woogie Man,Paul Davis
Hot Wire,Al Green,Hot Wire,Al Green
Slow Motion (Part 1),Johnny Williams,Slow Motion,Johnny Williams
Somebody Loves You,The Whispers,Somebody Loves You,The Whispers
Tossin' And Turnin',Bunny Sigler,Tossin' And Turnin',Bunny Sigler
Clair,Gilbert O'Sullivan,Clair,Gilbert O'Sullivan
Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers
Don't Let Me Be Lonely Tonight,James Taylor,Don't Let Me Be Lonely Tonight,James Taylor
Funny Face,Donna Fargo,Funny Face,Donna Fargo
Smoke Gets In Your Eyes,Blue Haze,Smoke Gets In Your Eyes,Blue Haze
Don't Leave Me Starvin' For Your Love (Part 1),Holland-Dozier,Don't Leave Me Starvin' For Your Love,Holland-Dozier
I'll Be Your Shelter (In Time Of Storm),Luther Ingram,I'll Be Your Shelter,Luther Ingram
Lucky Man,"Emerson, Lake & Palmer",Lucky Man,Emerson
Songman,Cashman & West,Songman,Cashman
I Never Said Goodbye,Engelbert Humperdinck,I Never Said Goodbye,Engelbert Humperdinck
Fever/My Crew,Rita Coolidge,Fever/My Crew,Rita Coolidge
Sugar Magnolia,Grateful Dead,Sugar Magnolia,Grateful Dead
We're Gonna Have A Good Time,Rare Earth,We're Gonna Have A Good Time,Rare Earth
Come Softly To Me,The New Seekers,Come Softly To Me,The New Seekers
I Wanna Be With You,Raspberries,I Wanna Be With You,Raspberries
Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones Featuring David Cassidy,Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones
Living In The Past,Jethro Tull,Living In The Past,Jethro Tull
I Can't Stand To See You Cry,Smokey Robinson & The Miracles,I Can't Stand To See You Cry,Smokey Robinson
What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins,What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins
Silly Wasn't I,Valerie Simpson,Silly Wasn't I,Valerie Simpson
It Never Rains In Southern California,Albert Hammond,It Never Rains In Southern California,Albert Hammond
But I Do,Bobby Vinton,But I Do,Bobby Vinton
Blind Eye/Sweet Lorraine,Uriah Heep,Blind Eye/Sweet Lorraine,Uriah Heep
If It's All Right With You,Dottie West,If It's All Right With You,Dottie West
Keeper Of The Castle,Four Tops,Keeper Of The Castle,Four Tops
Sitting,Cat Stevens,Sitting,Cat Stevens
The Relay,The Who,The Relay,The Who
You Ought To Be With Me,Al Green,You Ought To Be With Me,Al Green
Been To Canaan,Carole King,Been To Canaan,Carole King
Remember (Christmas),Nilsson,Remember,Nilsson
Papa Was A Rollin' Stone,The Temptations,Papa Was A Rollin' Stone,The Temptations
Woman To Woman,Joe Cocker and The Chris Stainton Band,Woman To Woman,Joe Cocker
"Oh No, Not My Baby",Merry Clayton,"Oh No, Not My Baby",Merry Clayton
Walk On Water,Neil Diamond,Walk On Water,Neil Diamond
Didn't We,Barbra Streisand,Didn't We,Barbra Streisand
We,Shawn Phillips,We,Shawn Phillips
On And Off (Part 1),Anacostia,On And Off,Anacostia
I Miss You Baby,Millie Jackson,I Miss You Baby,Millie Jackson
One Of The Boys,Mott The Hoople,One Of The Boys,Mott The Hoople
I Am Woman,Helen Reddy,I Am Woman,Helen Reddy
Something's Wrong With Me,Austin Roberts,Something's Wrong With Me,Austin Roberts
Sweet Surrender,Bread,Sweet Surrender,Bread
I Can See Clearly Now,Johnny Nash,I Can See Clearly Now,Johnny Nash
No,Bulldog,No,Bulldog
If You Don't Know Me By Now,Harold Melvin And The Blue Notes,If You Don't Know Me By Now,Harold Melvin
In Heaven There Is No Beer,Clean Living,In Heaven There Is No Beer,Clean Living
Anthem,Wayne Newton,Anthem,Wayne Newton
One Last Time,Glen Campbell,One Last Time,Glen Campbell
Mama Weer All Crazee Now,Slade,Mama Weer All Crazee Now,Slade
You Can Do Magic,Limmie & Family Cookin',You Can Do Magic,Limmie
Choo Choo Mama,Ten Years After,Choo Choo Mama,Ten Years After
I'm Sorry,Joey Heatherton,I'm Sorry,Joey Heatherton
Let Us Love,Bill Withers,Let Us Love,Bill Withers
You're A Lady,Peter Skellern,You're A Lady,Peter Skellern
Corner Of The Sky,Jackson 5,Corner Of The Sky,Jackson 5
Long Dark Road,The Hollies,Long Dark Road,The Hollies
You're A Lady,Dawn Featuring Tony Orlando,You're A Lady,Dawn
Trouble In My Home/I Found My Dad,Joe Simon,Trouble In My Home/I Found My Dad,Joe Simon
What Am I Crying For?,Dennis Yost And The Classics IV,What Am I Crying For?,Dennis Yost
Jesus Was A Capricorn,Kris Kristofferson,Jesus Was A Capricorn,Kris Kristofferson
Summer Breeze,Seals & Crofts,Summer Breeze,Seals
Ventura Highway,America,Ventura Highway,America
I'm Stone In Love With You,The Stylistics,I'm Stone In Love With You,The Stylistics
Crazy Horses,The Osmonds,Crazy Horses,The Osmonds
Everybody Loves A Love Song,Mac Davis,Everybody Loves A Love Song,Mac Davis
We Need Order,The Chi-lites,We Need Order,The Chi-lites
The Red Back Spider,Brownsville Station,The Red Back Spider,Brownsville Station
Alive,Bee Gees,Alive,Bee Gees
Dialogue (Part I & II),Chicago,Dialogue,Chicago
Operator (That's Not the Way it Feels),Jim Croce,Operator,Jim Croce
I Got A Bag Of My Own,James Brown,I Got A Bag Of My Own,James Brown
Angel,Rod Stewart,Angel,Rod Stewart
992 Arguments,The O'Jays,992 Arguments,The O'Jays
I Didn't Know I Loved You (Till I Saw You Rock And Roll),Gary Glitter,I Didn't Know I Loved You,Gary Glitter
Knock Knock Who's There,Mary Hopkin,Knock Knock Who's There,Mary Hopkin
Sunny Days,Lighthouse,Sunny Days,Lighthouse
I'll Be Around,The Spinners,I'll Be Around,The Spinners
I'd Love You To Want Me,Lobo,I'd Love You To Want Me,Lobo
Good Time Sally,Rare Earth,Good Time Sally,Rare Earth
The Jean Genie,David Bowie,The Jean Genie,David Bowie
Lies,J.J. Cale,Lies,J.J. Cale
And You And I (Part II),Yes,And You And I,Yes
One Way Out,The Allman Brothers Band,One Way Out,The Allman Brothers Band
Me And My Baby Got A Good Thing Going,Lyn Collins,Me And My Baby Got A Good Thing Going,Lyn Collins
If I Could Reach You,The 5th Dimension,If I Could Reach You,The 5th Dimension
Theme From The Men,Isaac Hayes,Theme From The Men,Isaac Hayes
Rock 'N Roll Soul,Grand Funk Railroad,Rock 'N Roll Soul,Grand Funk Railroad
Let It Rain,Eric Clapton,Let It Rain,Eric Clapton
Work To Do,The Isley Brothers,Work To Do,The Isley Brothers
One Night Affair,Jerry Butler,One Night Affair,Jerry Butler
Baby Sitter,Betty Wright,Baby Sitter,Betty Wright
Day And Night,The Wackers,Day And Night,The Wackers
Special Someone,The Heywoods,Special Someone,The Heywoods
What Would The Children Think,Rick Springfield,What Would The Children Think,Rick Springfield
I Received A Letter,Delbert & Glen,I Received A Letter,Delbert
Convention '72,The Delegates,Convention '72,The Delegates
So Long Dixie,"Blood, Sweat & Tears",So Long Dixie,Blood
Wedding Song (There Is Love),Petula Clark,Wedding Song,Petula Clark
Down To The Nightclub,Tower Of Power,Down To The Nightclub,Tower Of Power
"Lovin' You, Lovin' Me",Candi Staton,"Lovin' You, Lovin' Me",Candi Staton
Annabelle,Daniel Boone,Annabelle,Daniel Boone
Nights In White Satin,The Moody Blues,Nights In White Satin,The Moody Blues
"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,Freddie's Dead,Curtis Mayfield
Witchy Woman,Eagles,Witchy Woman,Eagles
Garden Party,Rick Nelson And The Stone Canyon Band,Garden Party,Rick Nelson
American City Suite,Cashman & West,American City Suite,Cashman
All The Young Dudes,Mott The Hoople,All The Young Dudes,Mott The Hoople
Man Sized Job,Denise LaSalle,Man Sized Job,Denise LaSalle
Woman Don't Go Astray,King Floyd,Woman Don't Go Astray,King Floyd
Why Can't We Be Lovers,Holland-Dozier,Why Can't We Be Lovers,Holland-Dozier
I Guess I'll Miss The Man,The Supremes,I Guess I'll Miss The Man,The Supremes
